           6
 -0.7023114     -0.7023114     -0.7023114     -0.7023114     -0.7023114    
 -0.7023107     -0.7023114     -0.7023114     -0.7023114     -0.7023114    
 -0.7023114     -0.7023114     -0.7023114     -0.7023114     -0.7023114    
 -0.7023114     -0.7023107     -0.7023114     -0.7023114     -0.7023114    
 -0.7023114     -0.7023114     -0.6335645     -0.6335645     -0.6335645    
 -0.6335645     -0.6335645     -0.6335638     -0.6335645     -0.6335645    
 -0.6335645     -0.6335645     -0.6335645     -0.6335638     -0.6335638    
 -0.6335638     -0.6335638     -0.6335638     -0.6335632     -0.6335638    
 -0.6335638     -0.6335638     -0.6335638     -0.6335638     -0.5027999    
 -0.5027999     -0.5027999     -0.5027999     -0.5027999     -0.5027994    
 -0.5027999     -0.5027999     -0.5027999     -0.5027999     -0.5027999    
 -0.5027993     -0.5027993     -0.5027993     -0.5027993     -0.5027993    
 -0.5027987     -0.5027993     -0.5027993     -0.5027993     -0.5027993    
 -0.5027993     -0.3228171     -0.3228171     -0.3228171     -0.3228171    
 -0.3228171     -0.3228167     -0.3228171     -0.3228171     -0.3228171    
 -0.3228171     -0.3228171     -0.3228175     -0.3228175     -0.3228175    
 -0.3228175     -0.3228175     -0.3228171     -0.3228175     -0.3228175    
 -0.3228175     -0.3228175     -0.3228175     -0.1112344     -0.1112344    
 -0.1112344     -0.1112344     -0.1112344     -0.1112343     -0.1112344    
 -0.1112344     -0.1112344     -0.1112344     -0.1112344     -0.1112357    
 -0.1112357     -0.1112357     -0.1112357     -0.1112357     -0.1112356    
 -0.1112357     -0.1112357     -0.1112357     -0.1112357     -0.1112357    
  0.1112357      0.1112357      0.1112357      0.1112357      0.1112357    
  0.1112356      0.1112357      0.1112357      0.1112357      0.1112357    
  0.1112357      0.1112344      0.1112344      0.1112344      0.1112344    
  0.1112344      0.1112343      0.1112344      0.1112344      0.1112344    
  0.1112344      0.1112344      0.3228175      0.3228175      0.3228175    
  0.3228175      0.3228175      0.3228171      0.3228175      0.3228175    
  0.3228175      0.3228175      0.3228175      0.3228171      0.3228171    
  0.3228171      0.3228171      0.3228171      0.3228167      0.3228171    
  0.3228171      0.3228171      0.3228171      0.3228171      0.5027993    
  0.5027993      0.5027993      0.5027993      0.5027993      0.5027987    
  0.5027993      0.5027993      0.5027993      0.5027993      0.5027993    
  0.5027999      0.5027999      0.5027999      0.5027999      0.5027999    
  0.5027994      0.5027999      0.5027999      0.5027999      0.5027999    
  0.5027999      0.6335638      0.6335638      0.6335638      0.6335638    
  0.6335638      0.6335632      0.6335638      0.6335638      0.6335638    
  0.6335638      0.6335638      0.6335645      0.6335645      0.6335645    
  0.6335645      0.6335645      0.6335638      0.6335645      0.6335645    
  0.6335645      0.6335645      0.6335645      0.7023114      0.7023114    
  0.7023114      0.7023114      0.7023114      0.7023107      0.7023114    
  0.7023114      0.7023114      0.7023114      0.7023114      0.7023114    
